row_number,item_id,tracker_id,workstream_id,workstream,phase,title,objective,dependencies,required_artifacts,acceptance_tests,external_gates,status,runtime_completion_claimed,source_citations,tracker_state,next_action,blocker
281,ITEM-W64-281,TRK-W64-281,HVAA-06,video_longform_benchmark_and_promotion,contract,Publish strict schemas and canonical record boundaries: video longform benchmark and promotion,"Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-280,video_longform_benchmark_and_promotion_contract_record|video_longform_benchmark_and_promotion_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
282,ITEM-W64-282,TRK-W64-282,HVAA-06,video_longform_benchmark_and_promotion,policy,"Freeze registries, policies, thresholds, and authority: video longform benchmark and promotion","Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-281,video_longform_benchmark_and_promotion_policy_record|video_longform_benchmark_and_promotion_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
283,ITEM-W64-283,TRK-W64-283,HVAA-06,video_longform_benchmark_and_promotion,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: video longform benchmark and promotion,"Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-282,video_longform_benchmark_and_promotion_implementation_record|video_longform_benchmark_and_promotion_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
284,ITEM-W64-284,TRK-W64-284,HVAA-06,video_longform_benchmark_and_promotion,assurance,"Prove positive, negative, fault, perceptual, and release behavior: video longform benchmark and promotion","Qualify long-form continuity, benchmark engines, measure uncertainty, and issue scoped video certificates.",ITEM-W64-283,video_longform_benchmark_and_promotion_assurance_record|video_longform_benchmark_and_promotion_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
285,ITEM-W64-285,TRK-W64-285,HVAA-07,audio_event_graph_and_source_strategy,contract,Publish strict schemas and canonical record boundaries: audio event graph and source strategy,"Compile owned audio events and route recorded, retrieved, procedural, neural, synthesized, or hybrid sources.",ITEM-W64-284,audio_event_graph_and_source_strategy_contract_record|audio_event_graph_and_source_strategy_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
286,ITEM-W64-286,TRK-W64-286,HVAA-07,audio_event_graph_and_source_strategy,policy,"Freeze registries, policies, thresholds, and authority: audio event graph and source strategy","Compile owned audio events and route recorded, retrieved, procedural, neural, synthesized, or hybrid sources.",ITEM-W64-285,audio_event_graph_and_source_strategy_policy_record|audio_event_graph_and_source_strategy_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
287,ITEM-W64-287,TRK-W64-287,HVAA-07,audio_event_graph_and_source_strategy,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: audio event graph and source strategy,"Compile owned audio events and route recorded, retrieved, procedural, neural, synthesized, or hybrid sources.",ITEM-W64-286,audio_event_graph_and_source_strategy_implementation_record|audio_event_graph_and_source_strategy_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
288,ITEM-W64-288,TRK-W64-288,HVAA-07,audio_event_graph_and_source_strategy,assurance,"Prove positive, negative, fault, perceptual, and release behavior: audio event graph and source strategy","Compile owned audio events and route recorded, retrieved, procedural, neural, synthesized, or hybrid sources.",ITEM-W64-287,audio_event_graph_and_source_strategy_assurance_record|audio_event_graph_and_source_strategy_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
289,ITEM-W64-289,TRK-W64-289,HVAA-08,voice_nonverbal_prosody_and_lipsync,contract,Publish strict schemas and canonical record boundaries: voice nonverbal prosody and lipsync,"Bind character voice, pronunciation, performance, breath, nonverbal vocalization, alignment, and visemes.",ITEM-W64-288,voice_nonverbal_prosody_and_lipsync_contract_record|voice_nonverbal_prosody_and_lipsync_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
290,ITEM-W64-290,TRK-W64-290,HVAA-08,voice_nonverbal_prosody_and_lipsync,policy,"Freeze registries, policies, thresholds, and authority: voice nonverbal prosody and lipsync","Bind character voice, pronunciation, performance, breath, nonverbal vocalization, alignment, and visemes.",ITEM-W64-289,voice_nonverbal_prosody_and_lipsync_policy_record|voice_nonverbal_prosody_and_lipsync_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
291,ITEM-W64-291,TRK-W64-291,HVAA-08,voice_nonverbal_prosody_and_lipsync,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: voice nonverbal prosody and lipsync,"Bind character voice, pronunciation, performance, breath, nonverbal vocalization, alignment, and visemes.",ITEM-W64-290,voice_nonverbal_prosody_and_lipsync_implementation_record|voice_nonverbal_prosody_and_lipsync_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
292,ITEM-W64-292,TRK-W64-292,HVAA-08,voice_nonverbal_prosody_and_lipsync,assurance,"Prove positive, negative, fault, perceptual, and release behavior: voice nonverbal prosody and lipsync","Bind character voice, pronunciation, performance, breath, nonverbal vocalization, alignment, and visemes.",ITEM-W64-291,voice_nonverbal_prosody_and_lipsync_assurance_record|voice_nonverbal_prosody_and_lipsync_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
293,ITEM-W64-293,TRK-W64-293,HVAA-09,foley_force_material_acoustic_spatial,contract,Publish strict schemas and canonical record boundaries: foley force material acoustic spatial,"Render force/material-aware foley and physically coherent room, occlusion, distance, and spatial objects.",ITEM-W64-292,foley_force_material_acoustic_spatial_contract_record|foley_force_material_acoustic_spatial_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
294,ITEM-W64-294,TRK-W64-294,HVAA-09,foley_force_material_acoustic_spatial,policy,"Freeze registries, policies, thresholds, and authority: foley force material acoustic spatial","Render force/material-aware foley and physically coherent room, occlusion, distance, and spatial objects.",ITEM-W64-293,foley_force_material_acoustic_spatial_policy_record|foley_force_material_acoustic_spatial_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
295,ITEM-W64-295,TRK-W64-295,HVAA-09,foley_force_material_acoustic_spatial,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: foley force material acoustic spatial,"Render force/material-aware foley and physically coherent room, occlusion, distance, and spatial objects.",ITEM-W64-294,foley_force_material_acoustic_spatial_implementation_record|foley_force_material_acoustic_spatial_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
296,ITEM-W64-296,TRK-W64-296,HVAA-09,foley_force_material_acoustic_spatial,assurance,"Prove positive, negative, fault, perceptual, and release behavior: foley force material acoustic spatial","Render force/material-aware foley and physically coherent room, occlusion, distance, and spatial objects.",ITEM-W64-295,foley_force_material_acoustic_spatial_assurance_record|foley_force_material_acoustic_spatial_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
297,ITEM-W64-297,TRK-W64-297,HVAA-10,mix_master_av_clock_and_local_repair,contract,Publish strict schemas and canonical record boundaries: mix master av clock and local repair,"Mix nondestructive stems, master to profiles, preserve clocks, and repair only failed AV spans.",ITEM-W64-296,mix_master_av_clock_and_local_repair_contract_record|mix_master_av_clock_and_local_repair_contract_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
298,ITEM-W64-298,TRK-W64-298,HVAA-10,mix_master_av_clock_and_local_repair,policy,"Freeze registries, policies, thresholds, and authority: mix master av clock and local repair","Mix nondestructive stems, master to profiles, preserve clocks, and repair only failed AV spans.",ITEM-W64-297,mix_master_av_clock_and_local_repair_policy_record|mix_master_av_clock_and_local_repair_policy_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
299,ITEM-W64-299,TRK-W64-299,HVAA-10,mix_master_av_clock_and_local_repair,implementation,Implement the bounded runtime/application slice with synthetic fixtures first: mix master av clock and local repair,"Mix nondestructive stems, master to profiles, preserve clocks, and repair only failed AV spans.",ITEM-W64-298,mix_master_av_clock_and_local_repair_implementation_record|mix_master_av_clock_and_local_repair_implementation_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
300,ITEM-W64-300,TRK-W64-300,HVAA-10,mix_master_av_clock_and_local_repair,assurance,"Prove positive, negative, fault, perceptual, and release behavior: mix master av clock and local repair","Mix nondestructive stems, master to profiles, preserve clocks, and repair only failed AV spans.",ITEM-W64-299,mix_master_av_clock_and_local_repair_assurance_record|mix_master_av_clock_and_local_repair_assurance_evidence|append_only_decision_or_status_record,schema_and_semantic_validation|authority_and_reference_resolution|negative_path_fail_closed|no_runtime_completion_from_planning,exact_model_bundle_certificate_when_execution_is_requested|durable_controller_and_comfyui_runtime_release_when_execution_is_requested|maskfactory_certificate_for_mask_authority_when_required|autonomous_policy_perceptual_release_gate_with_optional_explicit_human_override,Planned_Autonomous_Implementation_Required,False,Plan/01_CURRENT_SYSTEM_REVIEW/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_THIRD_PASS_GAP_AUDIT.md|Plan/02_TARGET_ARCHITECTURE/WAVE64_HYPERREAL_VIDEO_AUDIO_APP_CONTROL_ARCHITECTURE.md,planned_not_started,main_task_review_and_formal_adoption,runtime_and_empirical_evidence_not_yet_implemented
